,x-value44,MH44_in_shelter,MH44_doorway,MH44_with_pellet,MH44_eat_pellet,MH44_freeze,MH44_reaching,MH44_scanning,MH44_new_pellet
0,56.92154,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,57.06301,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,57.11176999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,57.29042,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,57.53728,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,57.78135,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,57.93631,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,58.19992,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,58.33338000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,58.45943000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,58.82588000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11,59.04906,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,59.45394,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13,60.10397,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14,60.36772,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,60.78174,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16,61.008419999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,61.04365,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18,61.139509999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,60.90855,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20,60.71301,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,60.8068,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,60.916290000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23,60.98066,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,60.8418,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,60.82251,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,60.77496,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
