,x-value92,MH92_in_shelter,MH92_doorway,MH92_with_pellet,MH92_eat_pellet,MH92_freeze,MH92_reaching,MH92_scanning,MH92_new_pellet
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28,52.6911,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29,53.07801,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,53.47769,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,53.76866,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,54.09863000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,54.23161999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,54.4367,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,54.64906,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,54.85828000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,55.100159999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,55.23822,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39,55.40061,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,55.44719,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41,55.48603000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42,55.57679,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43,55.5558,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
44,55.44724,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,55.28379,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,55.225530000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47,55.22591,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,55.257619999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
49,55.24928000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,55.2941,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,55.30822,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,55.30674000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
53,55.314069999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54,55.35026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
55,55.39105,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
56,55.48753000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57,55.5173,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58,55.53154,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
59,55.49619000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,55.519059999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
61,55.496559999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
62,55.472680000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
63,55.35041,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
64,55.34573,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
65,55.35929,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66,55.38188,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67,55.43159,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,55.394369999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
69,55.33739,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70,55.260769999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71,55.26165,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
72,55.2453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,55.21973000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
74,55.182959999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75,55.14199,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76,55.159180000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
