,x-value86,MH86_in_shelter,MH86_doorway,MH86_with_pellet,MH86_eat_pellet,MH86_freeze,MH86_reaching,MH86_scanning,MH86_new_pellet
0,56.21914,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,56.157830000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,56.142480000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,56.18564,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,56.22971999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,56.28188000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,56.31887,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,56.415969999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,56.58446,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,56.64481,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,56.69093,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11,56.75358000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,56.79626,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13,56.832809999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14,57.00956,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,57.00474000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16,57.11274,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,57.11095,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18,57.172,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,57.14911,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20,57.12113000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,57.03655,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,56.90784,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23,56.97801,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,56.99175,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,56.97135,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,56.96436,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27,57.032680000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28,57.05836,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29,57.05983000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,57.08543,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,57.16863000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,57.12738,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,57.248709999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,57.27932,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,57.364509999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,57.42014,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,57.35211999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,57.43082,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39,57.35694,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,57.321909999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41,57.348440000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42,57.30809,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43,57.40298000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
44,57.46213,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,57.51628,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,57.55645,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47,57.58051999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,57.51664,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
49,57.368959999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
